PROVIDER_ID,PROVIDER_NAME,NPI,DEA,SPECIALTY_CONCEPT_ID,CARE_SITE_ID,YEAR_OF_BIRTH,GENDER_CONCEPT_ID,PROVIDER_SOURCE_VALUE,SPECIALTY_SOURCE_VALUE,SPECIALTY_SOURCE_CONCEPT_ID,GENDER_SOURCE_VALUE,GENDER_SOURCE_CONCEPT_ID
25622,,6717088448,,,3722,,,,,,,
25682,,3573456985,,,8174,,,,,,,
25742,,8725268779,,,2126,,,,,,,
25802,,4988902511,,,4434,,,,,,,
25862,,8848719353,,,9739,,,,,,,
25922,,3950193819,,,12183,,,,,,,
25982,,0031320495,,,3284,,,,,,,
26042,,4405557664,,,8743,,,,,,,
26102,,4973280893,,,8912,,,,,,,
26162,,1444785758,,,9080,,,,,,,
26222,,8434844523,,,16602,,,,,,,
26282,,2903899281,,,5980,,,,,,,
26342,,8898902245,,,11434,,,,,,,
26402,,0975688333,,,7265,,,,,,,
26462,,6002968161,,,3268,,,,,,,
26522,,1167750131,,,10851,,,,,,,
26582,,3871640415,,,14884,,,,,,,
26642,,1847748263,,,5879,,,,,,,
26702,,3419674049,,,15990,,,,,,,
26762,,3762925422,,,12781,,,,,,,
26822,,4734945769,,,20893,,,,,,,
26882,,2122356534,,,10144,,,,,,,
26942,,5042298205,,,4414,,,,,,,
27002,,9649089522,,,15019,,,,,,,
27062,,3034608212,,,3722,,,,,,,
27122,,2385962918,,,17508,,,,,,,
27182,,0499965870,,,14448,,,,,,,
27242,,8327852784,,,5567,,,,,,,
27302,,5407515068,,,642,,,,,,,
27362,,2586275778,,,15452,,,,,,,
27422,,4098551736,,,19429,,,,,,,
27482,,3854108249,,,17659,,,,,,,
27542,,1285405499,,,9316,,,,,,,
27602,,6053180152,,,2864,,,,,,,
27662,,7183091624,,,15208,,,,,,,
27722,,9433365393,,,4715,,,,,,,
27782,,0659202128,,,13980,,,,,,,
27842,,0380269238,,,7068,,,,,,,
27902,,9802497596,,,4588,,,,,,,
27962,,7868390850,,,14293,,,,,,,
28022,,6550144272,,,2539,,,,,,,
28082,,0443527447,,,3257,,,,,,,
28142,,2317374638,,,14727,,,,,,,
28202,,5409314551,,,18974,,,,,,,
28262,,1706097169,,,15031,,,,,,,
28322,,0171633544,,,14871,,,,,,,
28382,,5587092463,,,19314,,,,,,,
28442,,5961198632,,,11321,,,,,,,
28502,,1672434048,,,4294,,,,,,,
28562,,2061564350,,,9521,,,,,,,
28622,,8519079074,,,12841,,,,,,,
28682,,2545336504,,,14822,,,,,,,
28742,,6338436145,,,504,,,,,,,
28802,,8218809299,,,7679,,,,,,,
28862,,2955032071,,,14427,,,,,,,
28922,,5940649931,,,5477,,,,,,,
28982,,4675484641,,,7762,,,,,,,
29042,,5015093309,,,3636,,,,,,,
29102,,1839937196,,,8599,,,,,,,
29162,,6719317373,,,2098,,,,,,,
29222,,2329729657,,,243,,,,,,,
29282,,5882024916,,,10932,,,,,,,
29342,,9490412202,,,7360,,,,,,,
29402,,3935759842,,,7482,,,,,,,
29462,,8223618807,,,18320,,,,,,,
29522,,2385732826,,,1637,,,,,,,
29582,,2914256906,,,14675,,,,,,,
29642,,9413895676,,,16763,,,,,,,
29702,,6340974488,,,18010,,,,,,,
29762,,7647669258,,,16071,,,,,,,
29822,,5003738610,,,6498,,,,,,,
29882,,6055388104,,,4797,,,,,,,
29942,,5168695219,,,4787,,,,,,,
30002,,7874072677,,,9296,,,,,,,
30062,,6204400307,,,4279,,,,,,,
30122,,1891023662,,,13013,,,,,,,
30182,,2338780333,,,2763,,,,,,,
30242,,1080831979,,,1361,,,,,,,
30302,,2749132594,,,15951,,,,,,,
30362,,2330338811,,,4095,,,,,,,
30422,,8139343558,,,13772,,,,,,,
30482,,6043452511,,,4744,,,,,,,
30542,,6426758377,,,1870,,,,,,,
30602,,0277270526,,,17345,,,,,,,
30662,,9957861070,,,13037,,,,,,,
30722,,7071910443,,,5183,,,,,,,
30782,,7242223278,,,16572,,,,,,,
30842,,1475634105,,,1513,,,,,,,
30902,,9189553204,,,20237,,,,,,,
30962,,7467641470,,,10009,,,,,,,
31022,,1030665744,,,19211,,,,,,,
31082,,0898880279,,,3554,,,,,,,
31142,,8179044517,,,21259,,,,,,,
31202,,4018684702,,,1459,,,,,,,
31262,,4344875050,,,681,,,,,,,
31322,,8462641340,,,2409,,,,,,,
31382,,2043130836,,,6687,,,,,,,
31442,,7447116662,,,10309,,,,,,,
31502,,4679010871,,,13078,,,,,,,
31562,,8710505812,,,9780,,,,,,,
31622,,0152780288,,,4032,,,,,,,
31682,,6232214149,,,5601,,,,,,,
31742,,5717108554,,,18034,,,,,,,
31802,,9963541537,,,17525,,,,,,,
31862,,2970547822,,,18705,,,,,,,
31922,,3493900547,,,4899,,,,,,,
31982,,6219285729,,,19486,,,,,,,
32042,,6102814812,,,16890,,,,,,,
32102,,9355113472,,,18899,,,,,,,
32162,,1395825339,,,17233,,,,,,,
32222,,4161417816,,,2326,,,,,,,
32282,,9684668662,,,7034,,,,,,,
32342,,1252921941,,,8641,,,,,,,
32402,,2605799223,,,12572,,,,,,,
32462,,5699367097,,,5414,,,,,,,
32522,,8342040459,,,6476,,,,,,,
32582,,6693107018,,,20132,,,,,,,
32642,,1006554077,,,18416,,,,,,,
32702,,3738353617,,,18913,,,,,,,
32762,,4029670257,,,3853,,,,,,,
32822,,7581256105,,,17931,,,,,,,
32882,,0869990685,,,5483,,,,,,,
32942,,1176208849,,,1487,,,,,,,
33002,,4580050383,,,11709,,,,,,,
33062,,1268811413,,,18140,,,,,,,
33122,,6213199601,,,13673,,,,,,,
33182,,6957901695,,,6100,,,,,,,
33242,,5904238073,,,12236,,,,,,,
33302,,6372057113,,,20940,,,,,,,
33362,,5114825980,,,14620,,,,,,,
33422,,7498962253,,,7946,,,,,,,
33482,,2242213544,,,1634,,,,,,,
33542,,9894710331,,,4036,,,,,,,
33602,,8678662454,,,4505,,,,,,,
33662,,0355502777,,,18346,,,,,,,
33722,,4416585557,,,19439,,,,,,,
33782,,9455943460,,,1456,,,,,,,
33842,,6364380892,,,9244,,,,,,,
33902,,9372273072,,,2783,,,,,,,
33962,,8512525664,,,9803,,,,,,,
34022,,2894284796,,,7954,,,,,,,
34082,,1365277013,,,11876,,,,,,,
34142,,6282388724,,,13717,,,,,,,
34202,,4331934053,,,3956,,,,,,,
34262,,0122672543,,,1141,,,,,,,
34322,,3448752455,,,17828,,,,,,,
34382,,9331008823,,,7864,,,,,,,
34442,,6622448869,,,17714,,,,,,,
34502,,9870559707,,,11876,,,,,,,
34562,,9486735755,,,16050,,,,,,,
34622,,8812343155,,,16985,,,,,,,
34682,,8313744947,,,17027,,,,,,,
34742,,2513106960,,,10220,,,,,,,
34802,,3305160437,,,14211,,,,,,,
34862,,3697786794,,,11231,,,,,,,
34922,,9909239913,,,5109,,,,,,,
34982,,9285098299,,,7136,,,,,,,
35042,,4425984860,,,5477,,,,,,,
35102,,0232046447,,,20175,,,,,,,
35162,,3887881862,,,4090,,,,,,,
35222,,4674040644,,,20192,,,,,,,
35282,,2605327937,,,18383,,,,,,,
35342,,3022650607,,,18928,,,,,,,
35402,,5289105970,,,647,,,,,,,
35462,,9984023258,,,4605,,,,,,,
35522,,7762016214,,,5585,,,,,,,
35582,,7735000605,,,7860,,,,,,,
35642,,3563019001,,,16621,,,,,,,
35702,,4481452584,,,10924,,,,,,,
35762,,1887660297,,,15579,,,,,,,
35822,,0850595632,,,13326,,,,,,,
35882,,6276587166,,,2113,,,,,,,
35942,,9514748635,,,4789,,,,,,,
4,,7215515061,,,510,,,,,,,
64,,1368396553,,,17264,,,,,,,
124,,1155118915,,,7670,,,,,,,
184,,7037785833,,,15850,,,,,,,
244,,9512373864,,,14323,,,,,,,
304,,1588513707,,,18620,,,,,,,
364,,2445265801,,,17112,,,,,,,
424,,1623128015,,,8316,,,,,,,
484,,2675882495,,,14871,,,,,,,
544,,7669720531,,,19087,,,,,,,
604,,6339362112,,,4605,,,,,,,
664,,5500035474,,,400,,,,,,,
724,,3291680684,,,7844,,,,,,,
784,,9499475270,,,14715,,,,,,,
844,,4363392384,,,11036,,,,,,,
904,,0113903177,,,3959,,,,,,,
964,,7030149757,,,13722,,,,,,,
1024,,3170065611,,,3013,,,,,,,
1084,,9081482476,,,342,,,,,,,
1144,,4293043755,,,9143,,,,,,,
1204,,6854873377,,,12667,,,,,,,
1264,,0382860555,,,10531,,,,,,,
1324,,2707224852,,,15862,,,,,,,
1384,,5628744976,,,11939,,,,,,,
1444,,7833728835,,,13245,,,,,,,
1504,,2773540710,,,19173,,,,,,,
1564,,0626956951,,,11134,,,,,,,
1624,,8060238434,,,8299,,,,,,,
1684,,0042768326,,,11207,,,,,,,
1744,,9567751734,,,20257,,,,,,,
1804,,0095918519,,,5574,,,,,,,
1864,,6592594141,,,4201,,,,,,,
1924,,3905582201,,,19740,,,,,,,
1984,,7330531499,,,18549,,,,,,,
2044,,3134503650,,,18607,,,,,,,
2104,,1024176525,,,20334,,,,,,,
2164,,5853192995,,,9255,,,,,,,
2224,,9159790034,,,6940,,,,,,,
2284,,1085425150,,,8658,,,,,,,
2344,,6750798037,,,9573,,,,,,,
2404,,2196212482,,,14216,,,,,,,
2464,,0259857513,,,1480,,,,,,,
2524,,7189331062,,,14825,,,,,,,
2584,,0103616603,,,19829,,,,,,,
2644,,5103681606,,,4095,,,,,,,
2704,,7699705924,,,9837,,,,,,,
2764,,1098484602,,,4781,,,,,,,
2824,,3468638674,,,8944,,,,,,,
2884,,8786871553,,,10041,,,,,,,
2944,,4695992122,,,14910,,,,,,,
3004,,2885859279,,,5364,,,,,,,
